"";"id";"name";"text";"power";"toughness";"manaCost";"convertedManaCost";"specificManaCost";"colorIdentity";"type1";"type2"
"5126";11595;"Oni of Wild Places";"Haste
At the beginning of your upkeep, return a red creature you control to its owner's hand.";"6";"5";"{5}{R}";6;1;"R";"Creature";"Demon Spirit"
"5127";11602;"Onyx Mage";"{1}{B}: Target creature you control gains deathtouch until end of turn. (Any amount of damage it deals to a creature is enough to destroy it.)";"2";"1";"{1}{B}";2;1;"B";"Creature";"Human Wizard"
"5128";11604;"Oona's Blackguard";"Flying
Each other Rogue creature you control enters the battlefield with an additional +1/+1 counter on it.
Whenever a creature you control with a +1/+1 counter on it deals combat damage to a player, that player discards a card.";"1";"1";"{1}{B}";2;1;"B";"Creature";"Faerie Rogue"
"5129";11605;"Oona's Gatewarden";"Defender, flying
Wither (This deals damage to creatures in the form of -1/-1 counters.)";"2";"1";"{U/B}";1;1;"B";"Creature";"Faerie Soldier"
"5130";11607;"Oona's Prowler";"Flying
Discard a card: Oona's Prowler gets -2/-0 until end of turn. Any player may activate this ability.";"3";"1";"{1}{B}";2;1;"B";"Creature";"Faerie Rogue"
"5131";11618;"Opal Lake Gatekeepers";"When Opal Lake Gatekeepers enters the battlefield, if you control two or more Gates, you may draw a card.";"2";"4";"{3}{U}";4;1;"U";"Creature";"Vedalken Soldier"
"5132";11624;"Opaline Sliver";"All Slivers have ""Whenever this permanent becomes the target of a spell an opponent controls, you may draw a card.""";"2";"2";"{1}{W}{U}";3;2;"U";"Creature";"Sliver"
"5133";11632;"Ophidian";"Whenever Ophidian attacks and isn't blocked, you may draw a card. If you do, Ophidian assigns no combat damage this turn.";"1";"3";"{2}{U}";3;1;"U";"Creature";"Snake"
"5134";11634;"Ophiomancer";"At the beginning of each upkeep, if you control no Snakes, create a 1/1 black Snake creature token with deathtouch.";"2";"2";"{2}{B}";3;1;"B";"Creature";"Human Shaman"
"5135";11635;"Opportunist";"{T}: Opportunist deals 1 damage to target creature that was dealt damage this turn.";"2";"2";"{2}{R}";3;1;"R";"Creature";"Human Soldier"
"5136";11645;"Oracle en-Vec";"{T}: Target opponent chooses any number of creatures they control. During that player's next turn, the chosen creatures attack if able, and other creatures can't attack. At the beginning of that turn's end step, destroy each of the chosen creatures that didn't attack this turn. Activate this ability only during your turn.";"1";"1";"{1}{W}";2;1;"W";"Creature";"Human Wizard"
"5137";11646;"Oracle of Bones";"Haste
Tribute 2 (As this creature enters the battlefield, an opponent of your choice may put two +1/+1 counters on it.)
When Oracle of Bones enters the battlefield, if tribute wasn't paid, you may cast an instant or sorcery card from your hand without paying its mana cost.";"3";"1";"{2}{R}{R}";4;2;"R";"Creature";"Minotaur Shaman"
"5138";11647;"Oracle of Dust";"Devoid (This card has no color.)
{2}, Put a card an opponent owns from exile into that player's graveyard: Draw a card, then discard a card.";"3";"5";"{4}{U}";5;1;"U";"Creature";"Eldrazi Processor"
"5139";11648;"Oracle of Mul Daya";"You may play an additional land on each of your turns.
Play with the top card of your library revealed.
You may play the top card of your library if it's a land card.";"2";"2";"{3}{G}";4;1;"G";"Creature";"Elf Shaman"
"5140";11649;"Oracle of Nectars";"{X}, {T}: You gain X life.";"2";"2";"{2}{G/W}";3;1;"G";"Creature";"Elf Cleric"
"5141";11650;"Oracle's Attendants";"{T}: All damage that would be dealt to target creature this turn by a source of your choice is dealt to Oracle's Attendants instead.";"1";"5";"{3}{W}";4;1;"W";"Creature";"Human Soldier"
"5142";11653;"Oran-Rief Hydra";"Trample
Landfall — Whenever a land enters the battlefield under your control, put a +1/+1 counter on Oran-Rief Hydra. If that land is a Forest, put two +1/+1 counters on Oran-Rief Hydra instead.";"5";"5";"{4}{G}{G}";6;2;"G";"Creature";"Hydra"
"5143";11654;"Oran-Rief Invoker";"{8}: Oran-Rief Invoker gets +5/+5 and gains trample until end of turn.";"2";"2";"{1}{G}";2;1;"G";"Creature";"Human Shaman"
"5144";11655;"Oran-Rief Recluse";"Kicker {2}{G} (You may pay an additional {2}{G} as you cast this spell.)
Reach (This creature can block creatures with flying.)
When Oran-Rief Recluse enters the battlefield, if it was kicked, destroy target creature with flying.";"1";"3";"{2}{G}";3;1;"G";"Creature";"Spider"
"5145";11656;"Oran-Rief Survivalist";"Whenever Oran-Rief Survivalist or another Ally enters the battlefield under your control, you may put a +1/+1 counter on Oran-Rief Survivalist.";"1";"1";"{1}{G}";2;1;"G";"Creature";"Human Warrior Ally"
"5146";11658;"Orator of Ojutai";"As an additional cost to cast this spell, you may reveal a Dragon card from your hand.
Defender, flying
When Orator of Ojutai enters the battlefield, if you revealed a Dragon card or controlled a Dragon as you cast this spell, draw a card.";"0";"4";"{1}{W}";2;1;"W";"Creature";"Bird Monk"
"5147";11659;"Oraxid";"Protection from red";"2";"3";"{3}{U}";4;1;"U";"Creature";"Crab Beast"
"5148";11660;"Orazca Frillback";"";"4";"2";"{2}{G}";3;1;"G";"Creature";"Dinosaur"
"5149";11661;"Orazca Raptor";"";"3";"4";"{2}{R}{R}";4;2;"R";"Creature";"Dinosaur"
"5150";11665;"Orbweaver Kumo";"Reach (This creature can block creatures with flying.)
Whenever you cast a Spirit or Arcane spell, Orbweaver Kumo gains forestwalk until end of turn. (It can't be blocked as long as defending player controls a Forest.)";"3";"4";"{4}{G}{G}";6;2;"G";"Creature";"Spirit"
"5151";11666;"Orc General";"{T}, Sacrifice another Orc or Goblin: Other Orc creatures get +1/+1 until end of turn.";"2";"2";"{2}{R}";3;1;"R";"Creature";"Orc Warrior"
"5152";11667;"Orc Sureshot";"Whenever another creature enters the battlefield under your control, target creature an opponent controls gets -1/-1 until end of turn.";"4";"2";"{3}{B}";4;1;"B";"Creature";"Orc Archer"
"5153";11668;"Orchard Elemental";"Council's dilemma — When Orchard Elemental enters the battlefield, starting with you, each player votes for sprout or harvest. Put two +1/+1 counters on Orchard Elemental for each sprout vote. You gain 3 life for each harvest vote.";"2";"2";"{5}{G}";6;1;"G";"Creature";"Elemental"
"5154";11669;"Orchard Spirit";"Orchard Spirit can't be blocked except by creatures with flying or reach.";"2";"2";"{2}{G}";3;1;"G";"Creature";"Spirit"
"5155";11670;"Orchard Warden";"Whenever another Treefolk creature enters the battlefield under your control, you may gain life equal to that creature's toughness.";"4";"6";"{4}{G}{G}";6;2;"G";"Creature";"Treefolk Shaman"
"5156";11671;"Orcish Artillery";"{T}: Orcish Artillery deals 2 damage to any target and 3 damage to you.";"1";"3";"{1}{R}{R}";3;2;"R";"Creature";"Orc Warrior"
"5157";11672;"Orcish Bloodpainter";"{T}, Sacrifice a creature: Orcish Bloodpainter deals 1 damage to any target.";"2";"1";"{2}{R}";3;1;"R";"Creature";"Orc Shaman"
"5158";11674;"Orcish Cannoneers";"{T}: Orcish Cannoneers deals 2 damage to any target and 3 damage to you.";"1";"3";"{1}{R}{R}";3;2;"R";"Creature";"Orc Warrior"
"5159";11675;"Orcish Captain";"{1}: Flip a coin. If you win the flip, target Orc creature gets +2/+0 until end of turn. If you lose the flip, it gets -0/-2 until end of turn.";"1";"1";"{R}";1;1;"R";"Creature";"Orc Warrior"
"5160";11676;"Orcish Conscripts";"Orcish Conscripts can't attack unless at least two other creatures attack.
Orcish Conscripts can't block unless at least two other creatures block.";"2";"2";"{R}";1;1;"R";"Creature";"Orc"
"5161";11677;"Orcish Farmer";"{T}: Target land becomes a Swamp until its controller's next untap step.";"2";"2";"{1}{R}{R}";3;2;"R";"Creature";"Orc"
"5162";11678;"Orcish Healer";"{R}{R}, {T}: Target creature can't be regenerated this turn.
{B}{B}{R}, {T}: Regenerate target black or green creature.
{R}{G}{G}, {T}: Regenerate target black or green creature.";"1";"1";"{R}{R}";2;2;"B";"Creature";"Orc Cleric"
"5163";11679;"Orcish Librarian";"{R}, {T}: Look at the top eight cards of your library. Exile four of them at random, then put the rest on top of your library in any order.";"1";"1";"{1}{R}";2;1;"R";"Creature";"Orc"
"5164";11680;"Orcish Lumberjack";"{T}, Sacrifice a Forest: Add three mana in any combination of {R} and/or {G}.";"1";"1";"{R}";1;1;"G";"Creature";"Orc"
"5165";11681;"Orcish Mechanics";"{T}, Sacrifice an artifact: Orcish Mechanics deals 2 damage to any target.";"1";"1";"{2}{R}";3;1;"R";"Creature";"Orc"
"5166";11684;"Orcish Paratroopers";"When Orcish Paratroopers enters the battlefield, flip it from a height of at least one foot. Sacrifice Orcish Paratroopers unless it turns over completely at least once during the flip and lands face up.";"4";"4";"{2}{R}";3;1;"R";"Creature";"Orc Paratrooper"
"5167";11685;"Orcish Settlers";"{X}{X}{R}, {T}, Sacrifice Orcish Settlers: Destroy X target lands.";"1";"1";"{1}{R}";2;1;"R";"Creature";"Orc"
"5168";11686;"Orcish Spy";"{T}: Look at the top three cards of target player's library.";"1";"1";"{R}";1;1;"R";"Creature";"Orc Rogue"
"5169";11687;"Orcish Squatters";"Whenever Orcish Squatters attacks and isn't blocked, you may gain control of target land defending player controls for as long as you control Orcish Squatters. If you do, Orcish Squatters assigns no combat damage this turn.";"2";"3";"{4}{R}";5;1;"R";"Creature";"Orc"
"5170";11689;"Orcish Vandal";"{T}, Sacrifice an artifact: Orcish Vandal deals 2 damage to any target.";"1";"1";"{1}{R}";2;1;"R";"Creature";"Orc Warrior"
"5171";11690;"Orcish Veteran";"Orcish Veteran can't block white creatures with power 2 or greater.
{R}: Orcish Veteran gains first strike until end of turn.";"2";"2";"{2}{R}";3;1;"R";"Creature";"Orc"
"5172";11697;"Order of Leitbur";"Protection from black
{W}: Order of Leitbur gains first strike until end of turn.
{W}{W}: Order of Leitbur gets +1/+0 until end of turn.";"2";"1";"{W}{W}";2;2;"W";"Creature";"Human Cleric Knight"
"5173";11699;"Order of Whiteclay";"{1}{W}{W}, {Q}: Return target creature card with converted mana cost 3 or less from your graveyard to the battlefield. ({Q} is the untap symbol.)";"1";"4";"{1}{W}{W}";3;2;"W";"Creature";"Kithkin Cleric"
"5174";11700;"Order of Yawgmoth";"Fear (This creature can't be blocked except by artifact creatures and/or black creatures.)
Whenever Order of Yawgmoth deals damage to a player, that player discards a card.";"2";"2";"{2}{B}{B}";4;2;"B";"Creature";"Zombie Knight"
"5175";11701;"Order of the Ebon Hand";"Protection from white
{B}: Order of the Ebon Hand gains first strike until end of turn.
{B}{B}: Order of the Ebon Hand gets +1/+0 until end of turn.";"2";"1";"{B}{B}";2;2;"B";"Creature";"Cleric Knight"
"5176";11702;"Order of the Golden Cricket";"Whenever Order of the Golden Cricket attacks, you may pay {W}. If you do, it gains flying until end of turn.";"2";"2";"{1}{W}";2;1;"W";"Creature";"Kithkin Knight"
"5177";11703;"Order of the Sacred Bell";"";"4";"3";"{3}{G}";4;1;"G";"Creature";"Human Monk"
"5178";11704;"Order of the Sacred Torch";"{T}, Pay 1 life: Counter target black spell.";"2";"2";"{1}{W}{W}";3;2;"W";"Creature";"Human Knight"
"5179";11705;"Order of the Stars";"Defender (This creature can't attack.)
As Order of the Stars enters the battlefield, choose a color.
Order of the Stars has protection from the chosen color.";"0";"1";"{W}";1;1;"W";"Creature";"Human Cleric"
"5180";11706;"Order of the White Shield";"Protection from black
{W}: Order of the White Shield gains first strike until end of turn.
{W}{W}: Order of the White Shield gets +1/+0 until end of turn.";"2";"1";"{W}{W}";2;2;"W";"Creature";"Human Knight"
"5181";11709;"Ordruun Commando";"{W}: Prevent the next 1 damage that would be dealt to Ordruun Commando this turn.";"4";"1";"{3}{R}";4;1;"R";"Creature";"Minotaur Soldier"
"5182";11710;"Ordruun Veteran";"Battalion — Whenever Ordruun Veteran and at least two other creatures attack, Ordruun Veteran gains double strike until end of turn. (It deals both first-strike and regular combat damage.)";"3";"1";"{2}{R}{W}";4;2;"R";"Creature";"Minotaur Soldier"
"5183";11711;"Ore Gorger";"Whenever you cast a Spirit or Arcane spell, you may destroy target nonbasic land.";"3";"1";"{3}{R}{R}";5;2;"R";"Creature";"Spirit"
"5184";11712;"Oreskos Explorer";"When Oreskos Explorer enters the battlefield, search your library for up to X Plains cards, where X is the number of players who control more lands than you. Reveal those cards, put them into your hand, then shuffle your library.";"2";"2";"{1}{W}";2;1;"W";"Creature";"Cat Scout"
"5185";11713;"Oreskos Sun Guide";"Inspired — Whenever Oreskos Sun Guide becomes untapped, you gain 2 life.";"2";"2";"{1}{W}";2;1;"W";"Creature";"Cat Monk"
"5186";11714;"Oreskos Swiftclaw";"";"3";"1";"{1}{W}";2;1;"W";"Creature";"Cat Warrior"
"5187";11715;"Organ Grinder";"{T}, Exile three cards from your graveyard: Target player loses 3 life.";"3";"1";"{2}{B}";3;1;"B";"Creature";"Zombie"
"5188";11717;"Orgg";"Trample
Orgg can't attack if defending player controls an untapped creature with power 3 or greater.
Orgg can't block creatures with power 3 or greater.";"6";"6";"{3}{R}{R}";5;2;"R";"Creature";"Orgg"
"5189";11730;"Ornery Goblin";"Whenever Ornery Goblin blocks or becomes blocked by a creature, Ornery Goblin deals 1 damage to that creature.";"2";"1";"{1}{R}";2;1;"R";"Creature";"Goblin Warrior"
"5190";11731;"Ornery Kudu";"When Ornery Kudu enters the battlefield, put a -1/-1 counter on target creature you control.";"3";"4";"{2}{G}";3;1;"G";"Creature";"Antelope"
"5191";11732;"Ornitharch";"Flying
Tribute 2 (As this creature enters the battlefield, an opponent of your choice may put two +1/+1 counters on it.)
When Ornitharch enters the battlefield, if tribute wasn't paid, create two 1/1 white Bird creature tokens with flying.";"3";"3";"{3}{W}{W}";5;2;"W";"Creature";"Archon"
"5193";11737;"Orochi Leafcaller";"{G}: Add one mana of any color.";"1";"1";"{G}";1;1;"G";"Creature";"Snake Shaman"
"5194";11738;"Orochi Ranger";"Whenever Orochi Ranger deals combat damage to a creature, tap that creature and it doesn't untap during its controller's next untap step.";"2";"1";"{1}{G}";2;1;"G";"Creature";"Snake Warrior"
"5195";11739;"Orochi Sustainer";"{T}: Add {G}.";"1";"2";"{1}{G}";2;1;"G";"Creature";"Snake Shaman"
"5196";11741;"Orzhov Advokist";"At the beginning of your upkeep, each player may put two +1/+1 counters on a creature they control. If a player does, creatures that player controls can't attack you or a planeswalker you control until your next turn.";"1";"4";"{2}{W}";3;1;"W";"Creature";"Human Advisor"
"5197";11745;"Orzhov Enforcer";"Deathtouch
Afterlife 1 (When this creature dies, create a 1/1 white and black Spirit creature token with flying.)";"1";"2";"{1}{B}";2;1;"B";"Creature";"Human Rogue"
"5198";11746;"Orzhov Euthanist";"Haunt (When this creature dies, exile it haunting target creature.)
When Orzhov Euthanist enters the battlefield or the creature it haunts dies, destroy target creature that was dealt damage this turn.";"2";"2";"{2}{B}";3;1;"B";"Creature";"Human Assassin"
"5199";11748;"Orzhov Guildmage";"{2}{W}: Target player gains 1 life.
{2}{B}: Each player loses 1 life.";"2";"2";"{W/B}{W/B}";2;2;"B";"Creature";"Human Wizard"
"5200";11751;"Orzhov Pontiff";"Haunt (When this creature dies, exile it haunting target creature.)
When Orzhov Pontiff enters the battlefield or the creature it haunts dies, choose one —
• Creatures you control get +1/+1 until end of turn.
• Creatures you don't control get -1/-1 until end of turn.";"1";"1";"{1}{W}{B}";3;2;"B";"Creature";"Human Cleric"
"5201";11752;"Orzhov Racketeers";"Whenever Orzhov Racketeers deals combat damage to a player, that player discards a card.
Afterlife 2 (When this creature dies, create two 1/1 white and black Spirit creature tokens with flying.)";"3";"2";"{4}{B}";5;1;"B";"Creature";"Human Rogue"
"5202";11756;"Osai Vultures";"Flying
At the beginning of each end step, if a creature died this turn, put a carrion counter on Osai Vultures.
Remove two carrion counters from Osai Vultures: Osai Vultures gets +1/+1 until end of turn.";"1";"1";"{1}{W}";2;1;"W";"Creature";"Bird"
"5203";11757;"Ostiary Thrull";"{W}, {T}: Tap target creature.";"2";"2";"{3}{B}";4;1;"B";"Creature";"Thrull"
"5204";11761;"Otepec Huntmaster";"Dinosaur spells you cast cost {1} less to cast.
{T}: Target Dinosaur gains haste until end of turn.";"1";"2";"{1}{R}";2;1;"R";"Creature";"Human Shaman"
"5205";11766;"Ouphe Vandals";"{G}, Sacrifice Ouphe Vandals: Counter target activated ability from an artifact source and destroy that artifact if it's on the battlefield. (Mana abilities can't be targeted.)";"2";"2";"{2}{G}";3;1;"G";"Creature";"Ouphe Rogue"
"5206";11767;"Our Market Research Shows That Players Like Really Long Card Names So We Made this Card to Have the Absolute Longest Card Name Ever Elemental";"Art rampage 2 (Whenever this creature becomes blocked by a creature, it gets +2/+2 for each creature in the blocker's art beyond the first.)";"2";"2";"{1}{G}{G}";3;2;"G";"Creature";"Elemental"
